hviske,file
"Forslaget fra radikale venstre sætter forudsummet meget centralt, hvis I spørger mig, nemlig kriminalforsorgen og landets fængsler.Det er desværre forholdene flere steder i retssystemet, som skaber de udfordringer, som ligger til grund for beslutningsforslaget og ønsket om kortere varetægtsfængslinger. Sagsplanningstiderne ved politiet, anklagemyndigheden og domstolene kan trække ud, hvilket betyder, at varetægtsfængslingen i nogle tilfælde trænger ud, som følger de lange sagsbanstider.Med den ambitiøse fleresaftale, som radikale venstre selv var med i for domstolene fra tyve tre og tyve, kan vi forhåbentlig komme med stor del af udfordringen til livets.Med flere dommere og jurister skal sagsbanstiden springes ned, og det kan forhåbentlig også nedbringe varigheden af varetægtsfængslingerne.En anden del af beslutningsforslaget indebærer, at man kigger ind i, at begrænse antallet af varetægtsfængslinger.For os i moderaterne er det vigtigt at slå fast, at varetægtsfængslinger står som et centralt element for både retsfølelsen og retssikkerheden i Danmark.Det vigtige er eksempelvis personer, som er sigtet for grove forbrydelser, ikke render frit rundt på gaden og potentielt møder dem, som har anmeldt dem. Derudover så bliver der ikke varetægtsfængslet, med mindre at der er et sådant proportionelt indgreb, som så at sige matcher længden af en forventet straf samt en sigtets personlige forhold. Og der er det sådan, at femogfirs procent af de varetægtsfængslede ender faktisk også med at få en ubetinget straf efterfølgende i forbindelse med en retssag.Vi har tilskuet til, at domstolen træffer de rigtige beslutninger omkring varetægtsfængslinger, så vi eksempelvis undgår, at sigtede personer begår ny kriminalitet. Og det skal egentlig også nævnes i forlængelse af det, at antallet af varetægtsfængslinger også er falede med over tyve procent inden for de seneste fem år.Når det er sagt, så hilser vi immoleraterne forsatsstillernes budskab omkring alternativer til varetægtsfængsling. Velkommen.Immoleraterne vil særlig optage, at først og fremmest at forebyde kriminalitet, og dernæst at sikre bedre resocialisering, så vi som samfund undgår, at personer falder tilbage til ny kriminalitet.Her er det særlig vigtigt, at vi retter fokus for os at se mod unge lovovertrædere mere, end vi gør i dag, og at vi også retter fokus på førstegangskriminelle, altså folk, der ikke er tidligere straffe.I forhold til den gruppe vil vi gerne se ind i mulighederne for eksempelvis, at man kan få fodlænke på i stedet for at blive varetægtsfængslet, og i det hele taget også kan afsone efterfølgende med fodlænke.For med de kapacitets- og mandskabsproblemer, vi har i kriminalforsorgen, så synes jeg faktisk, at det gik ganske god mening. Og det håber vi også flere partier villige til at kigge ind i, når vi i første halve år og tyveogfyrre skal have videre drøftelser omkring varetægtsfængslinger.Og vi ser frem til videre drøftelse omkring varetægts fængslinger.Så i moralen deler vi sådan set radikales bekymring omkring den stigende varighed af varetægts fængslinger, og vi ser frem til videre drøftelse omkring det.Men på nuværende tidspunkt kan vi ikke støtte beslutningsforslaget.Tak til ordføreren, der er en kort bemærkelse for scenens samme radikale venstre, værsgo.",Tobias Grotkjær Elmstrøm_video_44_start_5-25-58
"Nej, og det er faktisk heller ikke det beslutningsforslaget her handler om. Det handler om at lave nogle retningslinier, som faktisk bliver efterspurgt derude, der bliver efterspurgt fra virksomheder, der bliver efterspurgt fra kommuner, der bliver efterspurgt fra skoler, hvor de siger, kan jeg ikke hjælpe os med nogle retningslinier.Hvad skal vi gøre, hvis vi skal få en løn?",Lisbeth Bech-Nielsen_video_41_start_1-23-48
"Det er jo vores generelle opfattelse, at loven, som den er i dag, allerede kan håndsere de ufordringer, som der er. Så kan man så måske kiteringen af ressourcerne, fordi der er så meget forurenet jord, at nogle gange er man nødt til at prioritere, hvor er det, man sætækkeligt, og så er vi åbne for at kigge på den anden del af SFs forslag.",Alexander Ryle_video_40_start_3-45-24
"Jeg er så set ind i, at det kan man allerede gøre i dag, og når der kommer individuelle ansøgninger om at bygge boliger eller erhverv, eller kombination for den sags skyld, så viser man jo et skyldigt hensyn til alle de faktorer, der gør sig gældende både i området, det kan være lokale planer, det kan være registreret fortidsproblemer herunder i åbens forhold og alt muligt andet, og så er det jo også sådan, at når man eventuelt ender med at give en byggetilladelse, så kan man jo også stille nogle krav i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i forhold til at være i fordel i fordel i fordel i fordel i fordel i fordel i fordel i fordel i fordel i fordel i fordel i fordel i fordel i fordel i fordel i fordel i fordel i fordel i fordel i fordel i fordel i fordel i fordel i fordel i fordel i for",Hans Kristian Skibby_video_40_start_3-41-16
"Men jeg ved jo også nogle af de organisationer, som er nævnt i beslutningsforslaget, er jo i fuld gang.Der bliver jo sat hegnspæle op hele tiden, allerede nu.Og når vi allerede kan se rammerne for det, vi skal udmønne i forhold til e-reguleringen, så kommer detdeleren siger det forsås, at de relevante ministerer straks formulerer retningslinier til forskellige dele af samfundet og så videre, erhvervsmilisteriet bør eksempelvis udarbejde retningslinier til landets virksomheder, så har jeg lidt behov for at vide noget mere om, hvad er det de retningslinier skal indeholde, og hvad skal ministeren egentlig arbejde ud fra, når de også ønsker at tage afsæt i de kommende æg i reguleringer.",Mona Juul_video_41_start_2-03-53
"Kristina Olomego-Raffaella, der er blevet kortet ved mærkningen, så vi siger tak til ordførerne.Og da der ikke er flere, som har bedt om ordet, er forhandlingen sluttet, og jeg foreslår, at fortsættet henvises til indenrigsudvalget, må sengøre indsigelsesbetragter i dette som vedtaget, og det er vedtaget.Og så er vi klar til det næste punkt på dagsordenen, det er punkt seks, og det er førstebehandling af beslutningsforslag nummer B, fireoghalvfjerds, var det forslag til folketings beslutning om forbud mod byggeri oven på affaldsdepoter og kemiske hotspots og om modernisering af jordforureningsloven, hvor det er a, majanne, bigum, sf og sine munk.",Erling Bonnesen_video_40_start_2-57-57
"Beslutningsforslaget, som vi skal drøfte i dag, er både relevant og nødvendigt.Vores nuværende viden om gerningspersoner i voldsagssager, det sammer fra en undersøgelse tilbage fra to tusind og ni, der lal lidt ligesom at bruge en gammel mobiltelefon i en verden af smartphones, det virker bare ikke længere.Der er sket en markant stigning af antallet af anmeldte voldsagssager, og vores samfund har ændret sig siden to tusind og ni.Vi har nye love som samtykkelovne fra tyveogtyve, og metoobevægelsen har også haft stor indflydelse.Det betyder, at vores nuværende tilgang, baseret på de gamle data, simpelt hen ikke er opdateret nok.Vi har ro for at forstå, hvem gerningspersonerne er i dag, og hvad der driver dem.Med en stigende kompleksitet og ændringer i anmeldelsesmønster er det nødvendigt at få en opdateret vurdering af situationen.Det handler ikke bare om statistikker, det handler om at beskytte vores samfund bedst muligt. Nu nævnte jeg sampsykeloven tidligere, og den er også vigtig i denne sammenhæng. Vi kan ikke ignorere, hvordan indførelsen af sampsykeloven i tyve tyve har påvirket antallet af anmeldelser af voldsseksager. Sampsykeloven var en milepæl, der ændrede den måde, vi ser og definerer voldsseks på. Men med forandring så kommer udfordringer.Undersøgelser har vist, at fire ud af ti unge mænd har svært ved at afgøre, om der er det fornødne samtykke til sex, siden loven trådt i kraft.Det betyder, at samtykkeloven ikke kunne have ændret spillereglerne for retsforfølgelse, men den har også skabt en vis usikkerhed og forvirring omkring samtykke.Derfor er det afgørende, at vi forstår, hvordan samtykkeloven har formet dynamikken i anmeldelsesmønster, så vi kan tilpasse vores tilgang til at håndtere voldsækssager.En ny undersøgelse vil give os nødvendig indsigt og bidrag til at sikre, at lovgiverne ikke blot er et stykke papir, men også en effektiv vejledning for retfærdigheden.Så med det sagt, så støtter danmarksdemokraterne naturligvis forslaget.Og der er ingen kort bemærkelse, tak chef, hubertina Kaspjær.",Betina Kastbjerg_video_44_start_4-22-20
"Ja, fordi det afgørende problem i den danske facilitetsbehandling er for mig at se ikke antallet af forsøg, eller at man selv skal betale for nummer to forsøg, lige nu der er det store problem, de ventetider der er, og at man også kan opleve at blive afmeldt i sådan en behandling i flere måneder, simpelt på grund af manglende kapacitet.Og det må jo være frygteligt, når man så ved, at der netop er muligheder derude netop i de private, som jo i dag også faktisk varetager over halvdelen af de fertilitetsbehandlinger, der er i vores land. Så det er gældeligt at høre, at ministeren gerne vil kigge på det her område.Hvornår skal vi så i gang med det?",Louise Brown_video_41_start_0-37-58
"Han har svaret, forlåret det råd, så er vi jo netop i gang med forhandlinger, og vi har haft to forhandlingsmøder om det konkrete element, der vil levnes, nemlig nulemissionssoner, og give mulighed for at lave lovforslagelse, at lave en stemmeaftale, præcis forhandlinger om at give mulighed for, at kommunerne får frihed til at indføre dette, af hensyn til klimaet og den grønne omstilling i vores transportsektor, og selvfølgelig også nogle luftkvalitetshensyn. Så vi er i gang med forhandlinger, men forhandlinger, synes jeg, skal være om nogle reelle forhold til, at de nye regeringer skal være formentlig i forhold til, at de nye regeringer skal være formentlig i forhold til, at de nye regeringer skal være formentlig i forhold til, at de nye regeringer skal være formentlig i forhold til, at de nye regeringer skal være formentlig i forhold til, at de nye regeringer skal være formentlig i forhold til, at de nye regeringer skal være formentlig i forhold til, at de nye regeringer skal være formentlig i forhold til, at de nye regeringer skal være formentlig i forhold til, at de nye regeringer skal være formentlig i forhold til, at de nye regeringer skal være formentlig i forhold til, at de nye regeringer skal være formentlig i forhold til, at de nye regeringer skal være formentlig i forhold til, at de nye regeringer skal være formentlig i forhold til, at de nye regeringer skal være formentlig i formentlig i forhold til, at de nye regeringer skal være formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i formentlig i",Magnus Heunicke_video_40_start_1-31-38
"Jeg vil gerne lige allerførst sige, at hvis det skulle have været en god og grundig gennemgang fra socialdemokratens ordfører, så er det andre gang, hvor jeg har oplevet dem endnu mere grundige, vil jeg i hvert fald gerne sige, men jeg anre retsgrundlag i forhold til, hvis de bliver omfattet af miljøskader. Og det er jo sådan, at hvis man kigger på evokommissionen, så har de jo konkluderet, at dele af det her miljøansvarsdirektiv, det ikke var tilstrækkeligt gennemført i Danmark, og ikke klart pressiserede, hvad regler og vilkår der var i forhold til den enkelte borger?Det er det, der forsøges at genoprette, eller genoprette med bevindelse med det her lovforslag, og det støtter danmarksdemokraterne.",Hans Kristian Skibby_video_40_start_0-08-46
"Jeg har tillid til, at lovgivningen, også dem, der så sidder, skal lave de faglige vurderinger, at de tager højde for selvfølgelig ny viden og så videre, sådan at den viden, der er til rådighed, den går i at tilvejebringe det beslutningsgrundlag, der skal etableres for at træffe en beslutning om, kan der laves denne her pengeplan, skal der laves det her byggeri, eller hvad kan der laves af aktiviteter på den pågældende matrikel, som der ønskes laveslån af aktiviteter, og skal det modsatte så vise sig, emsvaret har ministeren også tilkendegivet, så kigger vi selvfølgelig på det, men foreløbig har jeg som udgangspunkt tillid til de faglige folk, der er sat til det.",Erling Bonnesen_video_40_start_3-30-04
"Det er regeringen meget optaget af at hjælpe ufrivilligt barnløse og i det hele taget styrke adgangen til fertilitetsbehandling i Danmark.Nedsat frugtbarhed er en af de mest udbredte sygdomme i dag, op imod en fjerdedel af dem, som ønsker at blive forældre, oplever i dag problemer med at få det til at lykkes.Det er ekstremt hårdt og belastende at opleve ufrivillig barnløshed, og det har også store menneskelige konsekvenser for de berørte.Samtidig kan vi også se, at antallet af fødte børn i Danmark er faldende. Det er i sig selv en samfundsudfordring, som vi gerne vil gøre noget ved, og det er derfor, vi gerne vil styrke fertilitetsindsatsen ved både at tilbyde flere forsøg, men også at give mulighed for at kunne få hjælp til andet barn. Og det er derfor, vi fra regeringens side har meldt ud, at vi er parate til nu, og gerne vil investere i trescifer millionbeløb til bekæmpelse af barnløshed. Jeg er dog også enig med spørgerne i, at vi aktuelt og i dag har udfordringer med ventetider til fertilitetsbehandling, og derfor vil vi jo også bruge de penge, vi vil investere i fertilitetsbehandling, til jo, at de skal gå til blandt andet jo at opbygge kapaciteten på de offentlige fertilitetsklinikker, så vi kan nedbringe ventetiden, der vil også være en implementeringsperiode, men vi vil også samtidig have fokus på, hvordan vi kan bruge kapaciteten på private fertilitetsklinikker, og få dem inddraget til at kunne give hjælp, det er noget af det, vi nu vil gå i dialog med blandt andet danskeFuldevis i bran.",Sophie Løhde_video_41_start_0-33-52
" sig op på, lige præcis, og sikre en stærk retspolitik.Det her beslutningsforslag udstiller, at danske folkepartier ingen viden har, om hvad et sådant forslag kommer til at få på domstolene, på politiet, og det synes jeg, at man skylder at gå hjem og undersøge ved at tage kontakt til dommerforeningen, tage kontakt til politiforbundet, og så vil man se, at det her kommer til at skade efterforskningen, og at beslutningsforslaget er helt i regne. Smøren.Jeg kan fortælle ordførerne, at det her forslag handler",Mai Mercado_video_44_start_3-34-05
" kan jeg helt ensidigt bekræfte, og så vil jeg sige, kigger du på historikken over tildelte statsborgerskaber, altså alle de tilfælde, jeg har tusind af i mit arkiv og på min computer, efterhånden er dybt kriminelle mennesker, som vi ikke kan udvise, fordi et uansvarligt folketingsflertal har givet dem statsborgerskab på et eller andet tidspunkt, ja, men stort set dem alle sammen har fået statsborgerskab på venstre og socialdemokratiet, og alle de andre partier har dansk folkeparti stemmer her i folketingssalen. Så jeg synes, det er noget mærkeligt noget at begynde at sige, at dansk folkeparti på nogen som helst måde er medansvarlige, når det tværtimod er os, der har sikret de markante stramninger, som alle partier i dag siger, at det er vi rigtig glade for, der er blevet strammet op, ja, takket være dansk folke, fordi det er os, der har fået alle de stramninger igennem. Så, altså, ja, men det er jo dansk politik, sådan, det er teater nogle gange. Hvad skulle du spørge os?",Mikkel Bjørn_video_41_start_4-42-20
"Er den ikke lige høj nok til mig? Tak for ordet. I moderaterne kommer vi ikke til at stemme for dette beslutningsforslag af flere grunde.I moderaterne er vi meget enige i, at de ældre beboere på plejehjem eller de, der modtager pleje i eget hjem, skal være trygge ved den pleje, de får.Skal være trygge ved den pleje, de får. Det er både dem, der har udført arbejdet, der skal være trygge, de skal have de nødvendige kompetencer, men der skal også være en rigtig, rigtig god kommunikation plejepersonale mellem medarbejdere og borgere. Vi skal også sikre, at de er kvalificerede til arbejdet, og at det er noget vrøv. Undskyld.Vi mener, at det er de enkelte kommuner og ledelse på plejehjemmets ansvar og opgave at sikre, at de medarbejdere, der er ansatte, er kompetente til deres opgave.Jeg er sikker på, at kommunerne gør alt, hvad de kan for at gøre dette, og der vil selvfølgelig være en vis forventning til, at medarbejderne kan kommunikere og indgå i dialog med den ældre på samme sprog, men det betyder ikke, at vi skal lovgive på området centralt herindefra.I moderaterne tror vi på, at det er vigtigt at værdsætte magtfolkeligheden af vores arbejdsstyrke, og at nationale standarder til sprogfattigheder ikke nødvendigvis er ensbetydende med en ringere kvalitet af pleje.Mange af vores nuværende ældrepersonale har værdifulde uundvendig kompetence og erfaring, der i høj grad værdsættes.I stedet for at opfinde nationale løsninger på de lokale problemer bør vi i stedet arbejde på at forbedre vilkårene for vores ældrepersonale i de enkelte kommuner, og dermed sikre de har de nødvendige ressourcer og støtte til at udføre deres arbejde.Derfor er jeg rigtig glad for, at regeringen har udarbejdet, og lige så småt er ved at præsentere, den nye ældreform, der grundlæggende vil frisætte ældreområdet.Tak for ordet.Hvordan koblede mærken, sætte fru Pia Kjærsgaard, dansk folkeparti?Jo, men jeg må indrømme, jeg bliver med mig.",Rosa Eriksen_video_44_start_6-52-13
"Jeg har ikke været nogen dialog med den israelske ambassade om denne konkrete sag, det kan jeg sige med sikkerhed.Vi tager vel medansvar.Det var blandt andet derfor, at vi ved den seneste afstemning i en FNs generalforsamling stemte for en resolution, der opfordrede til umiddelbart humanitær våbenbil.Det er derfor, at alle de steder, hvor vi deltager, og jeg har selv gjort det også bilateralt over for den israelske minister, andre møder har deltaget i, understreger vigtigheden af, at man overholder folkeretten, det næste spørgsmål.",Lars Løkke Rasmussen_video_41_start_0-22-37
"Hvis det kun var fem halvtreds millioner kroner, der afgjorde udviklingen af kunstig intelligens for Danmark, så stod vi skidt til.De fem halvtreds millioner kroner er afsat til en strategisk ramme for udvikling af kunstig intelligens for at presse på for yderligere investeringer i kunstig intelligens.Jeg tror, ordførerne er enige med mig i, at det jo ikke er den offentlige stat, der skal investere i kunstig intelligens.Vores virksomheder skal med og investere i kunstig intelligens, og det er vigtigt for mig som digitaliseringsminister at få sendt et signal til vores erhvervsliv om,er i jul.",Marie Bjerre_video_41_start_1-25-35
"Nu står jeg på vegne af regeringen som indenrigs og sundhedsminister, men jeg vil gerne give den serviceoplysning, fordi venstre kom med et rigtig godt, synes jeg, fatalitetsudspil inden folketingsvalget, og vi har nu på et år gennemført to ud af de tre forslag, som vi kom med. Og det er jeg rigtig stolt af, at vi har sørget for at sikre, at vi nu har kunnet sætte så mange fluben på så kort tid. spørger",Sophie Løhde_video_41_start_0-37-11
"Men der er ikke nogen tvivl om, at vi har brug for, og jeg tror, at ordføreren kalder det hegnspille i forslaget eller noget lignende i hvert fald, noget med nogle hegn. Og det er jeg sådan set overhovedet ikke uenig i. Men jeg har også, da jeg har læst forslaget, tænkt over, hvad er det egentlig, at man forestiller sig, der vil ske, hvis vi ikke vedtager beslutningsforslaget, bed to ordførere.Jeg vil ikke vedtage beslutningsforslaget B tog før. Og jeg synes ikke, det gør nogen forskel, fordi vi har behov for at se udmøntningen af den eu-regulering, der er på trapperne, og vi har behov for en drøftelsag, hvor er det, at vi som politikere skal hjælpe med de rammer, og hvor er det, at virksomhederne selv skal beslutte, hvordan man hegner det ind i lige på tids deres virksomhed.",Mona Juul_video_41_start_2-02-13
"Mange tak for det.Jeg kom sådan til at sidde og tænke på, før, da jeg hørte en af de andre taler, min egen far, han har lavet meget forskelligt i sit arbejdsliv, han har kørt lastbiler, været entreprenør og kloakmester, alt muligt, men han har også arbejdet en del over hos Ostroblund nedbrydning, og hos osteblød nedbrydning, der hev de jo et hav af bygninger ned.Min far har nok alligevel været lidt forud for sin tid, selv om jeg ikke tror, han vil kalde sig selv den store klimaforkæmper på nogen måde, det er han sådan lidt for østjysk træmand til.Men når jeg tænker på de gange, min far kom slæbende hjem med brugbare materialer, som blev kasseret.Han kom sågar hjem engang med en kartoffelskraller, som havde stået på et gammelt plejehjem, den var meget praktisk, når man havde syv børn derhjemme og havde sin automatiske kartoffelskrallemaskine.Men mængden af ressourcer, der er blevet kasseret igennem årtier, når vi har brudt ned, er tankevækkende, og det er bekymrende, når vi ved, hvor meget af vores CO2-forbrug, der er lagret i bygninger, når vi ved, hvor hårdt belastet det er, hver gang vi bygger nye ressourcer, vi ved, at vores CO2-aftryk per dansikere er alt, alt for høje, og derfor giver det rigtig god mening, at der nu kommer det her lovforslag. Det er jo en udmøntning af en klimaftale om en grøn affaldssektor og cirkulær økonomi tilbage fra tyve tyve, som det konservative folkeparti også var en del af, da aftalen blev indgået. Så var der et element, hvor vi ikke kunne nå hinanden hen ad vejen omkring det her med liberalisering af affaldssektoren, hvor vi konservative unge mødre træder ud af aftalen, men det er indrigt på, at vi føler både loyalitet og forpligtelse over for de elementer, vi har været med til at indgå aftaler om, som vi også stadig bakker op om, og det her er et af dem. Det er nødvendigt, at vi får lavet en mere strategisk indsats i forhold til at få genanvendt så mange af de materialer, der overhovedet kan genanvendes. Min eneste bekymring, jeg måske kan have i forhold til det her lovforslag, det må vi jo følge hen ad vejen, det er den her nye autorisationsordning, og hvordan vi sikrer, at der er nok uddannede af dem til at dække det behov, der er.Der har været også en diskussion i sagen i dag omkring kvadratmetergrænse, burde det være højere eller lavere, hvordan burde det ligge, når jeg egentlig tror, det er fornuftigt nok, man starter ud, som der lægges op til i lovforslaget her, så er det også med hensynstagen til, at der også skal være de dygtige medarbejdere, som skal være med til at påse den proces, der er, hvor man sikrer, det her foregår på den rigtige måde. Så det er også et spørgsmål om rent lavt praktiske og uddannede de medarbejdere.Men vi konservative, vi bakker op, om det her forslag, som vi synes, er et godt skridt i den rigtige retning i forhold til, at vi bliver mere systematiske, og det er ikke bare min far i øjesterblåd, der kommer hjem med vinduer, der lige kunne bruges i et kvistvindue her og der.",Mette Abildgaard_video_40_start_0-37-53
"Jeg er forløs, men tak for spørgsmålet.Jamen, det er jo det, som jeg lige sagde, det er jo, at det her forslag, som ordføreren stiller, som handler om at lave en ny undersøgelse med udgangspunkt i en gammel undersøgelse, skal være færdig inden årets udgang, og der siger jeg, at det forslag må man se i lyset af, at vi var før ikke særlig lang tid siden, for et par år siden, jeg tror selv, at ordføreren var ordføreren på det forslag, jo inden før det nye samtykkebaserede bestemmels i straffeloven, og som jo gør, at mange af de sager, der kører nu, er forholdsvis nye, og derfor er der ikke så mange af dem,Næste korte bemærkninger til fru Mette Thiesen, dansk folkeparti.",Bjørn Brandenborg_video_44_start_4-01-34
"Vi bliver alle sammen interesserede i, at medarbejderne kan kommunikere ordentligt med de ældre borgere. Det handler om, hvordan man anskuer, hvordan løser vi det her problem bedst muligt med de sprogbarrierer, som kan være, at man har problemer med sproget, det kan også være ordblindhed og alle mulige andre ting, som besværligt gør hverdagen, og der er, der tror jeg, jeg i højere grad mener, at man løser det ved for eksempel at lave sprogstøtte, ved at lave sprogscreenings, ved at lave undervisere, opkvalificere underviserne til at kunne undervise i flersprogspædagogik, inden ved at indføre nationale standarder og mere detailstyring og kontrol, som er noget af det, som jo lige præcis tager tiden væk fra borgerne, det er jo al den her detaljstyring, al den her kontrol og tilsyn, som tager tiden væk fra trygheden i ansigt til ansigtkontrakten.",Fie Hækkerup_video_44_start_6-32-18
"Jeg har meget tvivl om, at når der for eksempel på russiske sider er udtrykte positive ord om det her, så vil jeg tro, at der ligger alle mulige andre intentioner nede bag, så det er ikke en ros eller en støtte, jeg læner mig opad.Jeg læner mig opad bevidstheden om, at det, regeringen har gjort, det er klogt, og jeg har, må jeg sige, altså ikke bare en oplevelse af, men altså faktisk viden om, at at det indgreb, vi har foretaget med folketingets opbakning, det har jeg ikke, mødt hos nogle kolleger, noget sted i verden, nogen kritik af.",Lars Løkke Rasmussen_video_41_start_0-14-56
"Så er jeg klar til at starte med at sige noget af det, jeg har hørt ministeren sige.Ministeren er meget åben over for konkrete forslag på det her område.Det her område med miljø og tilpasning, samarbejde med kommunerne, ligger regeringen rigtig meget på sinde, så jeg bliver simpelt hen nødt til at korrigere SFs ordfører på det her område, det er simpelt andet korrekt, regeringen har ikke på noget som helst tidspunkt sagt, at de ikke vil tage en samtale om det her, hverken den socialdemokratiske ordfører, ministeren eller venstres ordfører.Lad mig starte med at sige, at vi deler ambitionen om at give kommunerne mere frihed og at styrke deres rolle i den grønne omstilling.Det afgørende er, at kommunerne har de nødvendige redskaber til at arbejde for at sikre rent drikkevand fremme i biodiversiteten, reducere klimabelastningen og beskytte vores kystenområder. Derfor vil jeg også meget gerne være med til at drøfte konkrete initiativer på området.Dog mener vi, at kommunerne allerede har betydelige redskaber til rådighed for at fremme den grønne omstilling.For eksempel har de mulighed for at arbejde med drikkevandsbeskyttelse ved en energi på land.Desværre er det bare ikke altid, at disse muligheder bliver udnyttet godt nok og til fuld tilfredstillelse ude i alle kommuner.Så selv om frivilligheden normalt er den bedste løsning, kan det også på nogle områder være nødvendigt at indføre klare og ensartet krav til kommunerne, særlig når det eksempelvis handler om at beskytte områderne omkring drikkevandsboringer.Vi skal nemlig sikre, at vi beskytter vores drikkevand også til de kommende generationer.Ministeren har allerede været inde på en hel del områder, hvor der er igangsat initiativer.Så selv om vi moderaterne anerkender behovet for at give kommunerne handelfrihed, mener vi, at det er vigtigere at balancere det med klare retningslinier og krav. Det er vores ansvar, det er kun vores ansvar, at sikre, at den grønne omstilling sklider frem på en bæredygtig og effektiv møde, og det er jo noget, vi skal gøre i fællesskab herinde i folketinget, alle hundrede og nioghalvfjerds, i samarbejde med alle vores dygtige kommunalpolitikere ude i det ganske danske land. Derfor må vi også stemme imod dette beslutningsforslag, da vi tror på, at vores nuværende initiativ og planer er vejen frem for at fortsætte dialogen om, hvordan vi bedst skal sikre en grønere fremtid.Tak for jeres opmærksomhed.Moderaterne kan ikke støtte forslaget.",Charlotte Bagge Hansen_video_40_start_1-59-38
"Vi udespiller det, og jeg er sikker på, at det har alle sammen efterspurgt af nogle omgange, og jeg er virkelig glad for, at vi lige om lidt kan lægge det frem, så vi også kan komme i gang med forhandlinger, som jeg glæder mig til, og komme i gang med hos jer.Vi har ikke aktuelt nogen planer omkring sprogkurser som sådan, men spørgerne har fuldstændig ret i, at det internationale arbejdskraft er også en satsning og et fokusområde for regeringen, og vi skal selvfølgelig sikre, at det er den fornødne kvalitet omkring det.Og der er ikke flere korte bemærkninger, tak til ældreministeren.",Mette Kierkgaard_video_44_start_6-25-36
"Tak for det, og tak til ordføren for at fremlægge sine synspunkter.Ordføren nævner blandt andet planloven, som et af de steder, man måske skulle sætte kommunerne fri for.Jeg ved ikke, hvorfor han er bekendt med det, men det er jo ikke mange uger siden, at man sidst har ændret i planlovgivningen, så det faktisk nu er muligt for kommunerne at sætte fri, for eksempel i forhold til herregårslandskaber, hvor man kan oprette solceller og vinde energi.Jeg ved ikke om ordførerne er bekendte med det.",Birgitte Vind_video_40_start_2-31-48
"Tak til Hermikkel Bjørn for anerkendelsen af min tale, også selv om han ikke er enig i afslutningen. Og der må jeg simpelt hen sige, som jeg egentlig også sagde, at jeg tror langt hen ad vejen, så er liberale annoncer og danske folkepartier ikke særlig langt fra hinanden, når det kommer til frakendelsessager af statsborerskab, når det drejer sig om personer, der har fået dansk statsborerskab og efterfølgende har aviser og har begået kriminalitet, er i særlig farlig karakter, men som jeg også sagde i min tale, så er vi nok ikke enige om fremgangsmetoden for en liberal alliance, der ønsker vi ikke at udtræde, er de internationale konventioner, som vi har tiltrådt, men vi vil til gengæld gerne se på, om vi på nogen måde kan udfordre dem, eventuelt ændre dem, og det hører jeg egentlig også andre partier her i folketingssalen også er interesserede i. Ja, tak, værsgo spørger.",Sandra Elisabeth Skalvig_video_41_start_3-51-11
"Og det håber jeg, at regeringen lytter til, ligesom jeg også håber, at de lytter til de mange organisationer, som også peger på, at vi har behov for den her undersøgelse, herunder faktisk også mandecentret.Og det synes jeg jo interessant, at det både er kvindeorganisationer og organisationer, der repræsenterer mænd, som mener, at vi har brug for mere viden på det her område, og det synes jeg faktisk, vi skylder ofrene og sikrer, at det kommer.Tak til ordføreren, da der er ikke flere, der har bedt om ordet.",Karina Lorentzen Dehnhardt_video_44_start_4-44-22
" til SF for at stille det her forslag. Det var faktisk et, som jeg længe har tænkt, at vi skulle stille i dansk folkeparti, så det var bare en gladelig overraskelse, at det allerede var stillet, så vi fik debatten ud før. Det her, det er fuldstændig, som ordføreren siger, ekstremt vigtigt, at vi får opdateret de her tal, og der ligger absolut ingen overhovedet argumentation for, hvorfor vi ikke skulle gøre det, der er masser af domme, der er masser af anmeldelser, og som ordføreren siger, der er masser af lovgivning, som, men ellers, og i øvrigt, synes jeg måske også mindre vigtig lovgivning end det her, som man har evalueret efter ganske få år. Så egentlig bare tak til SF for stille forslaget og for den her, i hvert fald at få rejst denne debat, og vi kommer til at tage debatten herned i salen inden for ganske kort tid igen, når vi danske folkepartier stiller et forslag også om at få kuglegravet hele lovgønningen, så bare tak for at samle oppositionen, om det er vigtige forslag. Overføreren. Jamen, det er mig der takker, og jeg kan konstaterer,",Mette Thiesen_video_44_start_4-43-26
