save_path,text
Mona Juul/video_41_start_1-57-47.mp4,"Tak for ordet, og tak til forslagsstillerne. Der er jo ikke nogen tvivl om, at vi i de her år har brug for både at udvikle og tøjle kunstig intelligens. Forslaget her adresserer den rivende udvikling, vi er i, og fokuserer på nogle af de restriktioner, som der kan være behov for, nemlig at der foretages risikovurderinger ved forskellige typer sagsbehandlingers anvendelse af kunstig intelligens, at der udarbejdes retningslinjer for virksomheders og myndigheders anvendelse af kunstig intelligens, og at der skrives retfærdighedsprincipper for anvendelsen af den nye teknologi ind i produktansvarsloven og forvaltningsloven. Det er langt hen ad vejen rigtig fint. Men grundlæggende er det svært at forstå behovet for beslutningsforslaget. For som forslagsstillerne også selv bemærker, er der jo EU-regulering på trapperne. Det er der flere ordførere der har været inde på. Ministeren var det også selv. Det er regulering, der netop adresserer, hvor der skal trædes på bremsen, og som det ikke giver meget mening at lave national lovgivning om, tænker vi. Hvis vi skal gå enegang, vil det også være helt afgørende, at vi får en grundig drøftelse af, hvad der ligger i bl.a. retfærdighedsprincippet. Ordførerne på forslaget har jo spurgt flere om det og sagt, at vi måske bare skal kigge på det, måske bare have en drøftelse af det. Det kan vi sagtens være med til, men det kræver det virkelig også. For det kan være frygtelig bøvlet for særlig små virksomheder at arbejde med lige præcis den her del, og det vil være en enegang, som uanset hvad vil risikere at bremse udviklingen og sænke danske virksomheders konkurrenceevne. Det perspektiv skal vi jo også have med, for det er det sidste, vi har brug for lige nu og her. Samtidig mener jeg, at hvis vi skal gå ind i sådan et forslag her, skal der også fokus på speederen. Det er ikke nok at have foden på bremsen. Hvad er det, der skal til, for at vi kommer hurtigere og bedre op at flyve, når det gælder kunstig intelligens? For dansk er et lille sprogområde. Her kunne vi f.eks. overveje at slippe nogle flere data, ikkefølsomme data, løs som træningsdata. For f.eks. at få chatbots af høj kvalitet og troværdighed skal der jo bruges træningsdata af høj kvalitet og troværdighed. Danmarks Radio har masser af egenproduceret kvalitetsindhold, som jo allerede er betalt af skattekroner, men DR har valgt at blokere for, at robotter kan læse og lære med. Det er jo et sted, hvor vi kunne kigge på det. I Japan har man en væsentlig mere liberal tilgang. Det kan være, det er for voldsomt, men der er i hvert fald mulighed for at øve sig, og det er det, vi har behov for. Det er også det, som dansk erhvervsliv har behov for, hvis de skal løse nogle af vores store udfordringer med klima og sundhed. Vi kunne bl.a. også bare lade os inspirere af tilgangen hos Statens Museum for Kunst, som digitaliserer værker og stiller dem til rådighed for hele internettet og lader andre bruge løs og udstille dem på deres egne platforme. Det gør man med skarpt øje for formålet om at fremme kulturarven, så enhver kan bruge værkerne i alt fra skoleopgaver til nye digitale platforme. Udbredelse og anvendelse er vigtigere, end at den enkelte bruger besøger Statens Museum for Kunsts egen hjemmeside eller fysiske udstillinger. Den tilgang kan jeg godt lide. Det er klart, at udviklingen af kunstig intelligens bliver et væsentligt konkurrenceparameter i de kommende årtier. Ergo er der efter vores mening brug for en lidt mere liberal tilgang, så vi får de konkurrencedygtige virksomheder op at flyve; en mere liberal tilgang i reguleringen af AI, end der lægges op til i B 42."
Mona Juul/video_41_start_2-02-13.mp4,"Der er ikke nogen tvivl om, at vi har brug for hegnspæle, tror jeg ordføreren kalder det i forslaget – eller noget lignende i hvert fald; noget med nogle hegn. Det er jeg sådan set overhovedet ikke uenig i. Men jeg har også, da jeg læste forslaget, tænkt over, hvad det egentlig er, man forestiller sig der vil ske, hvis vi ikke vedtager beslutningsforslag B 42. Jeg synes ikke, det gør nogen forskel, for vi har behov for at se udmøntningen af den EU-regulering, der er på trapperne, og vi har behov for at have en politisk drøftelse i forbindelse med den udmøntning, der skal være. Og i forhold til at der er foreninger og virksomheder, der har påpeget, at de faktisk mangler nogle rammer osv., synes jeg også vi har behov for en drøftelse af, hvor det er, vi som politikere skal hjælpe med de rammer, og hvor det er, virksomhederne selv skal beslutte, hvordan de hegner det ind i lige præcis deres virksomhed."
Mona Juul/video_41_start_2-03-53.mp4,"Men jeg ved jo også, at nogle af de organisationer, som er nævnt i beslutningsforslaget, er i fuld gang. Der bliver sat hegnspæle op hele tiden allerede nu, og når vi allerede kan se rammerne for det, vi skal udmønte i forbindelse med EU-reguleringen, så kommer det jo trods alt til at rulle fra nu af. Jeg er bare i tvivl, når forslagsstillerne siger, at det foreslås, at de relevante ministre straks formulerer retningslinjer til forskellige dele af samfundet osv., og at Erhvervsministeriet eksempelvis bør udarbejde retningslinjer til landets virksomheder. Så har jeg lidt behov for at vide noget mere om, hvad det er, de retningslinjer skal indeholde, og hvad ministrene egentlig skulle arbejde ud fra, når de også ønsker at tage afsæt i de kommende AI-reguleringer."
Morten Messerschmidt/video_40_start_3-54-59.mp4,"Tak, formand. Der er ingen tvivl om, at jordforureningsloven er af ganske væsentlig betydning, og at der, i takt med at der kommer nye kemikalier og andet på markedet og gamle bliver fundet, når man graver ud, kan være et behov for at revidere det, ligesom med al anden miljølovgivning, sådan at vi sikrer, at Danmark er både et smukt og et rent og et godt land at leve, bygge og bo i. Derfor vil jeg sige, at der i det forslag, som der ligger nu, på mange måder er en fin intention, men i modsætning til det forrige forslag, som nærmest sprængte alle rammer for ukonkrethed, så vil jeg sige, at det på så komplekst et område som det med jordforureningsloven nok kræver lidt mere forberedelse, inden man igangsætter en revision; en høringsproces, hvor alle relevante parter bliver inddraget; en proces, hvor man får udboret de eventuelle mangler, der er i den gældende lovgivning, som jo i øvrigt kan være dækket af flere love og derfor også kan kræve en sådan mere bred tilgang til tingene. Om vi ender med at stemme den grønne eller gult til det her forslag, har vi derfor ikke gjort endeligt op med os selv endnu, for vi er sådan set enige i, at jordforureningsloven skal afspejle det samfund og de udfordringer, som vi lever i. Men i et udslag af pludselig ydmyghed vil jeg også sige, at jeg ikke er i stand til klart og præcist at kunne sige, hvad det er for nogle udfordringer. Så hvis det alene havde handlet om at igangsætte en analyse og få belyst, hvilke eventuelle problemer der måtte være, så havde vi været ret overbevist om, at vi havde været ovre ved den grønne knap og altså havde kunnet stemme ja. Men fordi forslaget her i modsætning til det tidligere forslag er skrevet i et relativt koncist tonefald, som pålægger regeringen at gøre det her, så føler jeg mig ikke helt klar til at tage det skridt. Det kan være, at vi i fællesskab når derhen, men af respekt for kompleksiteten – både i juridisk forstand, men også i faglig og saglig forstand, i forhold til hvad det er, der rører sig derude – er vi ikke helt klar til at tage det skridt endnu. Men det skal ikke forstås sådan, at vi på nogen måde nedgør forslaget eller forslagsstillernes intentioner – tværtimod. Det er et uhyre vigtigt område, og derfor udelukker vi overhovedet ikke, at en revision kan være det betimelige at gøre. Vi vil bare gerne vide lidt mere om det, inden vi sætter processen i gang. Tak, formand."
Pelle Dragsted/video_41_start_2-43-48.mp4,"Tak, formand. Jamen vi støtter også forslaget. Det er positivt, at man med det her forslag indfører flere defensive foranstaltninger over for selskaber i skattely. Det er sådan set noget, vi længe har efterspurgt, for det er selvfølgelig helt urimeligt, at der er selskaber og enkeltpersoner, som unddrager sig skat, altså som opererer og tjener penge, f.eks. i Danmark, og lever godt på det, men ved hjælp skattely unddrager sigat bidrage til det samfund, på hvis skuldre man skaber sin succes og sin formue. Det er nogle relativt begrænsede skridt. Måske har nogle af dem lidt mere symbolsk karakter og vil ikke løse det enorme problem, vi har med skattely, som koster vores samfund og dermed alle skatteydere rigtig, rigtig mange penge hvert eneste år. Det skyldes jo, at man i Danmark har valgt at tage udgangspunkt i EU's skattelyliste, som er mangelfuld. Der er notoriske skattelylande, som ikke er omfattet af den her liste, og som det også har været nævnt før, er det selvfølgelig også en udfordring, at de skattely, som er EU-medlemsstater som f.eks. Luxembourg og andre, ikke er omfattet og ikke kan omfattes af den her liste. Det er et problem, for vi ved, at meget ofte anvender man jo ikke skattely direkte, men bruger en mellemstation som f.eks. Luxembourg for at kanalisere sine penge ud i skattely, og dermed kan det blive svært at opdage og sanktionere de selskaber, der gør det her. Den danske regering har ikke været specielt offensiv i de debatter i EU i forhold til at få udvidet den her skattelyliste, og det er et problem. Selv hvis man havde tabt de kampe, kunne man have lavet en mere vidtgående skattelyliste selv, og det har vi jo fra Enhedslistens side i mange år foreslået at man skulle. I det hele taget er der en eller anden afstand mellem den opfattelse, der bliver og er blevet givet udtryk for heroppefra af partier og regeringspartier, og så den reelle indsats, der bliver gjort. Vi så det f.eks. under coronahjælpepakkerne, hvor vi fra Enhedslistens side sammen med andre partier foreslog, at det skulle stilles som betingelse, at hvis man skulle modtage hjælpepakker fra staten, så var det oplagt, at man ikke samtidig kunne operere i skattely. Det var der ikke vilje til dengang, og det var endda, på trods af at Europa-Kommissionen sådan set opfordrede medlemslandene til at stille de krav i forbindelse med hjælpepakker. Så vi er meget langt fra at være i mål, men ethvert lille skridt i den rigtige retning er selvfølgelig positivt, og derfor støtter Enhedslisten forslaget."
Pelle Dragsted/video_41_start_2-47-30.mp4,"Absolut. Der er fremskridt. Der er også andre fremskridt som f.eks. de her forhandlinger, der har været i OECD, omkring fælles minimumssatser, som jo også er en måde at komme noget af det her til livs på, altså de her forskellige mekanismer, som man arbejder på at indføre for at kunne, om man så må sige, beskatte de virksomheder, som ikke bliver beskattet ordentligt der, hvor de er hjemmehørende. Så internationalt samarbejde, både i EU og i OECD, er jo helt afgørende for at få gjort noget ved det her. Det er svært at gøre som et enkelt land, selv om vi også kunne tage initiativer i Danmark. Så det er positivt. Problemet er, at de kriterier, EU bruger for at sortliste, er relativt lempelige, og det vil sige, at med hensyn til nogle af de lande, der bliver taget af listen, kan man godt diskutere, om de rent faktisk ikke stadig væk er skattelylande, og om de ikke stadig væk udgør en belastning i forhold til vores evne til at kunne indkræve de skatter, som vi bør, for de selskaber, som tjener penge på at operere i Danmark."
Peter Hummelgaard/video_44_start_2-52-19.mp4,"Men de oplysninger kan man jo læse. Altså, de er fuldt tilgængelige og kommer hver evig eneste år som en del af Danmarks Statistiks årlige rapport om kriminaliteten i hvert enkelt år. Så de oplysninger er jo tilgængelige, og det er i øvrigt en meget relevant og vedholdende del af den offentlige debat. Men at ville gøre det, som hr. Mikkel Bjørn foreslår, nemlig at detailregulere, hvordan politiet i konkrete situationer udsender signalementer ud fra en politifaglig vurdering, i relation til hvad der skal til for at kunne finde mistænkte for forbrydelser, er jeg simpelt hen ikke enig i."
Peter Hummelgaard/video_44_start_4-59-30.mp4,"Men der vil jo helt sikkert også som et oplæg til den drøftelse vise sig at være andre bagvedliggende forklaringer. Jeg vil bare være meget, meget tilbageholdende med at konkludere, at det nødvendigvis er, fordi vi varetægtsfængsler for meget. Det kunne f.eks. også godt være, at man i Sverige varetægtsfængslede for lidt i forhold til de enorme kriminalitetsudfordringer, som man derovre har. Derfor er jeg også bare meget varsom med at konkludere skarpt på, hvad der er svaret på den her problemstilling og den her helt åbenlyse udfordring. For det er jo klart, at når man i Vestre Fængsel eksempelvis har et belæg, der i perioder er på 115 pct. – sådan var det, sidst jeg besøgte dem – skaber det enorme udfordringer. Derfor tror jeg også, vi alle har en interesse at få et 360 graders blik på hele den her problemstilling."
Peter Hummelgaard/video_44_start_5-05-10.mp4,"Hvis jeg lige må starte med den sidste del. Jeg tror, vi skal være meget påpasselige med at mistænke anklagemyndighedens påstand om varetægtsfængsling og tilsvarende dommernes afgørelse af det som værende et hensyn til kapaciteten i kriminalforsorgen. At der så er kapacitetsudfordringer i kriminalforsorgen, er jo helt åbenlyst. I forhold til den første del er jeg fuldstændig enig med hr. Peter Kofod. Jeg tror, der kan være mindst lige så mange eksempler, hvor man enten burde have haft varetægtsfængslet eller i hvert fald burde have gjort noget andet. Jeg synes jo, at den skrækkelige sag med politibetjenten Magnus Buhl Hansen, der blev slået ihjel på Langebro, og hvor den mistænkte efterfølgende ikke bliver varetægtsfængslet, derefter udrejser af landet og nu efter vores bedste vidende opholder sig i Dubai, i hvert fald er et skrækkeligt eksempel på en situation, hvor man ikke varetægtsfængslede."
Peter Kofod/video_41_start_2-12-10.mp4,"Tak for det, formand. Tak til SF for at fremsætte det her beslutningsforslag, og i særdeleshed tak til ordføreren, fru Lisbeth Bech-Nielsen, der jo om nogen har kæmpet den kamp om alt, hvad der handler om digitalisering og kunstig intelligens, i snart en halv menneskealder, både på og uden for Christiansborg. Jeg læste på et socialt medie her for nylig, hvor der blev diskuteret kunstig intelligens på Christiansborg, og en bekendt af mig havde skrevet i et kommentarfelt, at det dog var dejligt med kunstig intelligens på Christiansborg, for så var der dognogenintelligens på Christiansborg. Spøg til side. Jeg synes, det er helt åbenlyst, at vi selvfølgelig har brug for at diskutere det her. Jeg bliver en lille smule træt af, når vi har de her diskussioner, at der altid bliver henvist til et eller andet EU-spor, for når man tænker på, hvor vigtig den her dagsorden er, vil jeg sige: Hvad har vi lært af andre dagsordener, der er vigtige? Det er, at hvis de er så vigtige, er det en dum idé at overlade det til EU. Så er det i hvert fald noget, som vi har brug for at diskutere rigtig meget selv; det kan også være, at vi har brug for at diskutere det i EU-regi, men det giver enormt god mening, at vi også diskuterer det her. Det giver også mening, at Danmark som et af de mest digitaliserede lande i Europa selvfølgelig har en stærk stemme i det her blandt andre lande, og at vi har en minister, som er aktiv over for andre lande i det arbejde, der foregår i Bruxelles. Så langt hen ad vejen er jeg enormt positiv over for SF's forslag. Jeg ved ikke, om det rigtige er at lande en beretning på det, eller om det er at sende det til afstemning. Det må ordføreren jo om. Men vi er faktisk meget positive over for nogle af de takter, der ligger i det. For opfindelsen af kunstig intelligens er måske en af de største opdagelser i menneskehedens nyere historie, noget af det, der vil ændre vores samfund allermest i de her år og i de kommende år i særdeleshed. Og der synes jeg og der synes vi i Dansk Folkeparti, at det er meget vigtigt, at der er en stærk politisk lovbaseret regulering – at det ikke er firmaer, der er på den anden side af jordkloden, der får lov til at sætte dagsordenen for, hvad man kan og ikke kan med kunstig intelligens, men at det er noget, hvor vi har noget gennemsigtighed, og også noget, hvor det er demokratiets spilleregler, der er afgørende for, hvordan den her teknologi vil udfolde sig. Det er det ene aspekt i det. Det andet aspekt er, at den vestlige civilisation jo er i en enorm konkurrence med andre civilisationer, der måske tager nogle helt andre hensyn, end vi vil gøre – f.eks. det, der foregår i Kina i de her år, som også buldrer derudad og buldrer fremad, men som har nogle helt andre værdier, man lægger ned over den her nye teknologi. Så min konklusion er, at der er mange gode ting i det her forslag, og det vil vi meget gerne arbejde videre med, og store dele af det kan vi for så vidt også støtte. Tak for ordet."
Peter Kofod/video_44_start_5-53-47.mp4,"Tak for det, formand. Jeg kan starte med at meddele, at Dansk Folkeparti ikke har planer om at støtte forslaget her. Der er jo forskellige kriterier for, hvordan man kan varetægtsfængsle folk, hvorfor man gør det, og der er jo ofte en rigtig, rigtig god begrundelse for at gøre det, og bare fordi vi gør det i højere grad end i lande, vi i andre sammenhænge normalt ville sammenligne os med, så er det jo ikke et udtryk for, at vi nødvendigvis er på galt spor i Danmark. Det kan være, at vi bruger det bedre end vores nabolande eller dem, vi normalt ville sammenligne os med. Så det er ikke i sig selv en indikator, at man i Sverige eller for øvrigt også i Norge gør noget på en anden måde, end vi ville gøre det i Danmark. Der ligger her en bredere diskussion, der handler om ressourcer, som flere andre ordførere før mig også har været inde på. For det er jo rigtigt, at man med det pres, der er på hele kæden, så ikke kan tage de hensyn, som man måske ville gøre, til børn, hvor det, hvis der havde været flere fængselsbetjente, hvis der havde været faciliteter til det, så kunne være, at man i nogle sager havde valgt en anden kurs. Så kunne det være, at nogle børn havde fået nogle muligheder for hyppigere at se deres forældre, og det er jo ikke børnenes skyld, at forældrene begår kriminalitet, eller at de er varetægtsfængslede, fordi man potentielt kan have begået noget, der er så alvorligt, at en varetægtsfængsling er nødvendig. Når det så er sagt, er det jo fuldstændig rigtigt, som jeg også tror justitsministeren, men også den socialdemokratiske ordfører rejste som problemer, altså hvis det, at man har kontakt med omverdenen, giver anledning til anden form for kriminalitet eller mere kriminalitet, f.eks. som det blev set med Amagermanden, og så duer det jo heller ikke. Så alt i alt kan vi afvise det her beslutningsforslag. Tak."
Pia Kjærsgaard/video_44_start_6-31-24.mp4,"Tak for det. Ordføreren brugte jo meget tid på at fortælle om regeringens initiativer, som vi har hørt lidt om, men dog ikke tilstrækkeligt. Jeg har bare svært ved at forstå, at man modsætter sig en national standard på det her område, hvor man samtidig agter om nogen tid at fremlægge en ældrelov, som joeren national standard under en eller anden form. Altså, hvorfor gør man det ikke i det her, som er så vigtigt – faktisk er det allerallervigtigste, synes jeg – i forholdet til ældre mennesker, nemlig at sproget for dem, man sender rundt de ældre, om det er i private hjem, eller det er på plejehjem, eller for den sags skyld også på hospitaler, er dansk? Det er så vigtigt, for det er kommunikationen. Det er faktisk det aller allervigtigste, så derfor synes jeg, at der bør være en national standard. Hvorfor lige præcis ikke på det her område, men sandsynligvis – alt efter, hvad regeringen kommer frem med – på andre områder?"
Pia Kjærsgaard/video_44_start_6-33-24.mp4,"»Flersprogspædagogik« – altså, jeg håber ikke, det er sådan nogle udtryk, der vil kendetegne den nye ældrelov, som bliver lagt på bordet, for så kan jeg på forhånd sige, at Dansk Folkeparti står af. En ældrelov skal altså indeholde noget, som man kan forstå. »Flersprogspædagogik« – altså, jeg må bede ordføreren om at glemme det ord. Og så vil jeg stadig væk sige, at de nationale standarder jo ikke har spor at gøre med bureaukrati. Tværtimod, vil jeg sige. Det er da en national standard, at man skal kunne sproget, og det er da tværtimod afbureaukratisering."
Pia Kjærsgaard/video_44_start_6-45-11.mp4,"Jeg blev virkelig glad, da ordføreren sagde, at han ved det ud fra egne erfaringer, for det mener jeg at vi egentlig alle sammen gør. Altså, jeg tror, at vi stort set alle sammen har haft nogle relationer, så vi ved, hvordan folk har haft det i forhold til sygehusvæsenet, i forhold til plejehjemssektoren. Altså, hvis vi er heldige at blive gamle nok, bliver vi selv omfattet af det, og vi har vel et eller andet sted alle sammen en forælder, en moster, en faster eller en onkel. Sådan må det være. Så derfor synes jeg ikke, det gør spor, at man også siger: Jeg kender det godt. Det tror jeg er ret vigtigt at vi også har med i den her debat, man for det her er virkelig alvorligt."
Preben Bang Henriksen/video_44_start_3-04-20.mp4,"Jeg kan lige så gribe fat i det sidste, som den socialdemokratiske ordfører sagde, for det, man måske mere efterspørger, er, atmediernei højere grad beskriver etnicitet og herkomst hos de domfældte. Det er jo sådan set ikke Folketingets bord her. Jeg må gøre opmærksom på, at retsplejen i Danmark som altovervejende udgangspunkt er offentlig. Domme er offentlige. Det er flere hundrede år siden, vi havde hemmelige domme, og skulle man være helt i tvivl, kan man gå en tur i byretten og kigge på retslisterne. Så får man set, hvem det er, der er tiltalt, og jeg tror ikke, det i givet fald kræver meget fantasi at finde ud af herkomsten. Så der er jo ikke noget, der holdes skjult, men det, man ønsker, er måske, at der ligesom skal skrives et manuskript til aviserne. Det må pressen altså selv finde ud af efter min mening. Så vidt jeg kan se på forslaget her, ønsker man to ting. Den ene er, at politiet altid oplyser et præcist signalement ved udgivelse af døgnrapporter eller omtale af specifikke hændelser. Jeg må sige, at der jo står meget døgnrapporterne. Der står altså også, om det er en 13-årig dreng, der har stjålet et eller andet i en forretning, som politiet så har fået en anmeldelse om. Det vil altså sige folk, der ikke kan straffes på normal vis. Det kan være mentalt handicappede personer og lignende, som der så pludselig skal sendes et præcist signalement ud af, og det til trods for, at politiet sikkert udmærket ved, hvem det er. Der er jo lidt af en misforståelse i forhold til det her med muligheden for et signalement. Det, der står i retsplejelovens § 818, er jo, at det jo altså er et efterforskningsskridt, hvad justitsministeren også var inde på. Hvis man ved, hvem det er, så er det jo ikke det, man skal diskutere, så jeg vil sige, at forslagets første del altså betyder, at der skal signalement af alle, gamle som ældre og også dem, man i forvejen ved hvem er. Men er det så ikke sådan, at man er ude på at give en ekstra straf? Er det ikke det, vi så i givet fald skal lave om på, hvis det er det, der skal diskuteres? Den anden ting er, at regeringen skal udarbejde initiativer, som sikrer, at politi og domstole journaliserer et præcist signalement af anholdte, mistænkte, sigtede, tiltalte og dømte. Altså, jeg kan kun sige til de partier, som ellers mener, at domstolene fungerer rimelig langsomt – det tror jeg nok at de fleste af os mener – at hvis dommerne skal belastes med det her arbejde oveni, kommer det godt nok ikke til at gå hurtigere ved domstolene. Og jeg vil igen sige, som justitsministeren sagde, at i vidt omfang findes de oplysninger jo allerede i dag. Selvfølgelig skal debatten basere sig på faktuelle oplysninger, men der er jo ikke noget, der holdes skjult for folk i den her sammenhæng, så derfor mener vi ikke, der er behov for det, der anføres i beslutningsforslaget, og det får derfor ikke Venstres stemme."
Rosa Eriksen/video_44_start_6-52-13.mp4,"Tak for ordet. I Moderaterne kommer vi ikke til at stemme for dette beslutningsforslag af flere grunde. I Moderaterne er vi meget enige i, at de ældre beboere på plejehjem og dem, der modtager pleje i eget hjem, skal være trygge ved den pleje, de får. Det er både dem, der udfører arbejdet, der skal være trygge – de skal have de nødvendige kompetencer – men det er også trygheden ved, at der er en rigtig, rigtig god kommunikation plejepersonalet imellem og mellem medarbejder og borger. Vi mener, at det er de enkelte kommuners og plejehjemsledelsers ansvar og opgave at sikre, at de medarbejdere, der er ansat, er kompetente til deres opgaver. Jeg er sikker på, at kommunerne gør alt, hvad de kan, for at sikre dette, og der vil selvfølgelig være en vis forventning til, at medarbejderen kan kommunikere og indgå i dialog med den ældre på samme sprog, men det betyderikke, at vi skal lovgive på området centralt, altså herindefra. I Moderaterne tror vi på, at det er vigtigt at værdsætte mangfoldigheden i vores arbejdsstyrke, og at nationale standarder for sprogfærdigheder ikke nødvendigvis er ensbetydende med en ringere kvalitet af pleje. Meget af vores nuværende ældrepersonale har værdifulde og uundværlige kompetencer og erfaringer, der i høj grad værdsættes. I stedet for at opfinde nationale løsninger på de lokale problemer, bør vi i stedet arbejde på at forbedre vilkårene for vores ældrepersonale i de enkelte kommuner og dermed sikre, at de har de nødvendige ressourcer og støtte til at udføre deres arbejde. Derfor er jeg rigtig glad for, at regeringen har udarbejdet og lige så småt er ved at præsentere den nye ældrereform, der grundlæggende vil frisætte ældreområdet. Tak for ordet."
Rosa Lund/video_41_start_4-09-55.mp4,"Det er det simpelt hen ikke, hr. Mikkel Bjørn. Hvis man tænker eksemplet til ende, hr. Mikkel Bjørn, så ville du jo fratage en person, som havde begået kriminalitet, og som var blevet dømt ved danske domstole, som man skal, statsborgerskab. Det er vi ikke modstandere af i Enhedslisten. Jeg kan forstå, at Dansk Folkeparti har lidt svært ved at læse vores politik, men det lever jeg så fint med. Personen ville være blevet dømt, og så havde vedkommende fået frataget sit danske statsborgerskab, hvis det stod til Dansk Folkeparti, og så ville vedkommende jo sidde på et udrejsecenter et eller andet sted. Hvordan skulle det hjælpe nogen som helst? Og hvordan skulle det i øvrigt generelt sikre, at der ikke ville være kriminalitet i Danmark? Det er bare for sige, at hvis det var så nemt, ville der jo ikke være nogen kriminalitet i Danmark. Dansk Folkeparti har jo haft held med, desværre må jeg sige, at hæve straffene i det her land de sidste 20 år. Har det stoppet kriminaliteten i det her land, hr. Mikkel Bjørn – ja eller nej?"
Rosa Lund/video_41_start_4-11-30.mp4,"Vi har i Enhedslisten simpelt hen ikke nogen problemer med straf. Nu er hr. Mikkel Bjørn jo medforslagsstiller på et forslag, vi skal diskutere herinde i morgen, som også handler om straf. Jeg er til hverdag også retsordfører i Enhedslisten, og i morgen tænker jeg, at jeg lige kan lægge en lille Post-it nede hos hr. Mikkel Bjørn, så han kan se, hvor mange gange Enhedslisten har været med til at hæve straffene for f.eks. økonomisk kriminalitet, for f.eks. digitale krænkelser, men det kan godt være, at hr. Mikkel Bjørn heller ikke kan læse det. Det skal jeg jo ikke kunne svare på."
Rosa Lund/video_41_start_4-14-09.mp4,"Hvis man har fået tildelt dansk statsborgerskab, er man jo dansker, og det er derfor, jeg grundlæggende ikke forstår den forskel, som Dansk Folkeparti laver. Danske statsborgere er danske statsborgere, uanset hvordan man vender og drejer det. Så må jeg bare tilføje til Dansk Folkeparti, at det jo er Dansk Folkeparti, der har haft held med, at det er så svært at blive dansk statsborger i dag, som det er. Det er ikke noget, man kan lægge over på Enhedslisten, desværre. Jeg ville da ønske, at det var os, der havde styret udlændingepolitikken de sidste 20 år, men det er det ikke."
Rosa Lund/video_41_start_4-16-02.mp4,"Hvis man opfylder kravene til dansk statsborgerskab, skal man have et dansk statsborgerskab. Og det skal ikke være nogen hemmelighed, at vi i Enhedslisten synes, at kravene er for stramme i dag. Jeg synes ikke og vi synes ikke i Enhedslisten, at man skal straffes ved ikke at kunne få dansk statsborgerskab for noget kriminalitet, man har begået for 10 år siden. Det er heldigvis sådan i det her land, at man ikke er straffet for evigt. Det er sådan, vores straffesystem fungerer. Det er det straffesystem, vi tror på i det her land, fordi vi ikke tror på, at man skal være kriminel eller dømt for evigt. Det er bl.a. også derfor, at vi ikke går ind for livstidsstraf, som andre partier her i Folketinget gør."
Sandra Elisabeth Skalvig/video_41_start_3-51-11.mp4,"Tak til hr. Mikkel Bjørn for anerkendelsen af min tale, også selv om han ikke er enig i afslutningen. Der må jeg simpelt hen sige, som jeg egentlig også har sagt det, at jeg langt hen ad vejen tror, at Liberal Alliance og Dansk Folkeparti ikke er særlig langt fra hinanden, når det kommer til frakendelsessager af statsborgerskab, når det drejer sig om personer, der har fået et dansk statsborgerskab, og som efterfølgende har vist sig at have begået kriminalitet af en særlig farlig karakter. Men som jeg også sagde i min tale, er vi nok ikke enige om fremgangsmetoden. For i Liberal Alliance ønsker vi ikke at udtræde af de internationale konventioner, som vi har tiltrådt, men vi vil til gengæld gerne se på, om vi på nogen måde kan udfordre dem og eventuelt ændre dem. Og det hører jeg egentlig også at andre partier her i Folketingssalen er interesserede i."
Sandra Elisabeth Skalvig/video_41_start_3-54-25.mp4,"Nu står vi jo faktisk i en lidt unik situation i Danmark, for vi har fået en midterregering bestående af tre forskellige partier. Og det er ikke min opfattelse, at de enkelte partier, der lige nu er i regeringen, egentlig har ændret deres politik, når det kommer til udlændingeområdet, men de er til gengæld gået på kompromis i forhold til de politiske afgørelser og i forhold til de udspil, som kommer fra regeringen."
Sandra Elisabeth Skalvig/video_41_start_3-57-08.mp4,"Tak for spørgsmålet. Hvis jeg prøver at afgrænse, i forhold til hvor vi mener man skal kunne indlede frakendelsessager af statsborgerskab, er det, når det kommer til kriminalitet af særlig farlig karakter: serieforbrydelser, voldtægtsforbrydelser. Men det er også korrekt fortolket, at ja, det er et svigt, lige meget hvilken kriminalitet man egentlig begår. Men det er ikke, fordi Liberal Alliance ønsker at indlede frakendelsessager på baggrund af kriminalitet af mindre grad."
